สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
3,3,%all%,%all%,0
3,3,แม่ฮ่องสอน,แม่ฮ่องสอน,0
3,3,แพร่,แพร่,0
3,3,อุบลราชธานี,อุบลราชธานี,0
3,3,ศรีสะเกษ,ศรีสะเกษ,0
3,3,ระยอง,ระยอง,0
3,3,น่าน,น่าน,0
3,3,ตาก,ตาก,0
2,2,%all%,%all%,0
2,2,แม่ฮ่องสอน,แม่ฮ่องสอน,0
2,2,เชียงใหม่,เชียงใหม่,0
2,2,สุโขทัย,สุโขทัย,0
2,2,สงขลา,สงขลา,0
2,2,ศรีสะเกษ,ศรีสะเกษ,0
2,2,ยะลา,ยะลา,0
2,2,ปัตตานี,ปัตตานี,0
2,2,ปราจีนบุรี,ปราจีนบุรี,0
2,2,น่าน,น่าน,0
2,2,นครสวรรค์,นครสวรรค์,0
2,2,นครพนม,นครพนม,0
2,2,ขอนแก่น,ขอนแก่น,0
1,1,%all%,%all%,1
1,1,แม่ฮ่องสอน,แม่ฮ่องสอน,0
1,1,แพร่,แพร่,0
1,1,อุบลราชธานี,อุบลราชธานี,1
1,1,หนองบัวลำภู,หนองบัวลำภู,0
1,1,ศรีสะเกษ,ศรีสะเกษ,0
1,1,ลำปาง,ลำปาง,0
1,1,ปทุมธานี,ปทุมธานี,0
1,1,น่าน,น่าน,0
%all%,%all%,%all%,%all%,1
%all%,%all%,แม่ฮ่องสอน,แม่ฮ่องสอน,0
%all%,%all%,แพร่,แพร่,0
%all%,%all%,เชียงใหม่,เชียงใหม่,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,1
%all%,%all%,หนองบัวลำภู,หนองบัวลำภู,0
%all%,%all%,สุโขทัย,สุโขทัย,0
%all%,%all%,สงขลา,สงขลา,0
%all%,%all%,ศรีสะเกษ,ศรีสะเกษ,0
%all%,%all%,ลำปาง,ลำปาง,0
%all%,%all%,ระยอง,ระยอง,0
%all%,%all%,ยะลา,ยะลา,0
%all%,%all%,ปัตตานี,ปัตตานี,0
%all%,%all%,ปราจีนบุรี,ปราจีนบุรี,0
%all%,%all%,ปทุมธานี,ปทุมธานี,0
%all%,%all%,น่าน,น่าน,0
%all%,%all%,นครสวรรค์,นครสวรรค์,0
%all%,%all%,นครพนม,นครพนม,0
%all%,%all%,ตาก,ตาก,0
%all%,%all%,ขอนแก่น,ขอนแก่น,0
