Areas,Count,Month,Type,Year,Disease
Nakhon Si Thammarat,0,Total,Deaths,2013,Kala azar
Phatthalung,0,Total,Deaths,2013,Kala azar
Surat Thani,0,Total,Deaths,2013,Kala azar
Zone:7,0,Total,Deaths,2013,Kala azar
Krabi,0,Total,Deaths,2013,Kala azar
Phangnga,0,Total,Deaths,2013,Kala azar
Phuket,0,Total,Deaths,2013,Kala azar
Ranong,0,Total,Deaths,2013,Kala azar
Trang,0,Total,Deaths,2013,Kala azar
Zone:8,0,Total,Deaths,2013,Kala azar
Narathiwat,0,Total,Deaths,2013,Kala azar
Pattani,0,Total,Deaths,2013,Kala azar
Satun,0,Total,Deaths,2013,Kala azar
Songkhla,0,Total,Deaths,2013,Kala azar
Yala,0,Total,Deaths,2013,Kala azar
North-Eastern Region,0,Total,Deaths,2013,Kala azar
Zone:10,0,Total,Deaths,2013,Kala azar
Bungkan,0,Total,Deaths,2013,Kala azar
Loei,0,Total,Deaths,2013,Kala azar
Nong Bua Lam Phu,0,Total,Deaths,2013,Kala azar
Nong Khai,0,Total,Deaths,2013,Kala azar
Udon Thani,0,Total,Deaths,2013,Kala azar
Zone:11,0,Total,Deaths,2013,Kala azar
Mukdahan,0,Total,Deaths,2013,Kala azar
Nakhon Phanom,0,Total,Deaths,2013,Kala azar
Sakon Nakhon,0,Total,Deaths,2013,Kala azar
Zone:12,0,Total,Deaths,2013,Kala azar
Kalasin,0,Total,Deaths,2013,Kala azar
Khon Kaen,0,Total,Deaths,2013,Kala azar
Maha Sarakham,0,Total,Deaths,2013,Kala azar
Roi Et,0,Total,Deaths,2013,Kala azar
Zone:13,0,Total,Deaths,2013,Kala azar
Amnat Charoen,0,Total,Deaths,2013,Kala azar
Si Sa Ket,0,Total,Deaths,2013,Kala azar
Ubon Ratchathani,0,Total,Deaths,2013,Kala azar
Yasothon,0,Total,Deaths,2013,Kala azar
Zone:14,0,Total,Deaths,2013,Kala azar
Buri Ram,0,Total,Deaths,2013,Kala azar
Chaiyaphum,0,Total,Deaths,2013,Kala azar
Nakhon Ratchasima,0,Total,Deaths,2013,Kala azar
Surin,0,Total,Deaths,2013,Kala azar
North Region,0,Total,Deaths,2013,Kala azar
Zone:15,0,Total,Deaths,2013,Kala azar
Chiang Mai,0,Total,Deaths,2013,Kala azar
Lampang,0,Total,Deaths,2013,Kala azar
Lamphun,0,Total,Deaths,2013,Kala azar
Mae Hong Son,0,Total,Deaths,2013,Kala azar
Zone:16,0,Total,Deaths,2013,Kala azar
Chiang Rai,0,Total,Deaths,2013,Kala azar
Nan,0,Total,Deaths,2013,Kala azar
Phayao,0,Total,Deaths,2013,Kala azar
Phrae,0,Total,Deaths,2013,Kala azar
Zone:17,0,Total,Deaths,2013,Kala azar
Phetchabun,0,Total,Deaths,2013,Kala azar
Phitsanulok,0,Total,Deaths,2013,Kala azar
Sukhothai,0,Total,Deaths,2013,Kala azar
Tak,0,Total,Deaths,2013,Kala azar
Uttaradit,0,Total,Deaths,2013,Kala azar
Zone:18,0,Total,Deaths,2013,Kala azar
Kamphaeng Phet,0,Total,Deaths,2013,Kala azar
Nakhon Sawan,0,Total,Deaths,2013,Kala azar
Phichit,0,Total,Deaths,2013,Kala azar
Uthai Thani,0,Total,Deaths,2013,Kala azar
Total,0,Jan,Cases,2013,Kala azar
Central Region,0,Jan,Cases,2013,Kala azar
Zone:0,0,Jan,Cases,2013,Kala azar
Bangkok,0,Jan,Cases,2013,Kala azar
Zone:1,0,Jan,Cases,2013,Kala azar
Nonthaburi,0,Jan,Cases,2013,Kala azar
P.Nakhon S.Ayutthaya,0,Jan,Cases,2013,Kala azar
Pathum Thani,0,Jan,Cases,2013,Kala azar
Saraburi,0,Jan,Cases,2013,Kala azar
Zone:2,0,Jan,Cases,2013,Kala azar
Ang Thong,0,Jan,Cases,2013,Kala azar
Chai Nat,0,Jan,Cases,2013,Kala azar
Lop Buri,0,Jan,Cases,2013,Kala azar
Sing Buri,0,Jan,Cases,2013,Kala azar
Zone:3,0,Jan,Cases,2013,Kala azar
Chachoengsao,0,Jan,Cases,2013,Kala azar
Nakhon Nayok,0,Jan,Cases,2013,Kala azar
Prachin Buri,0,Jan,Cases,2013,Kala azar
Sa Kaeo,0,Jan,Cases,2013,Kala azar
Samut Prakan,0,Jan,Cases,2013,Kala azar
Zone:4,0,Jan,Cases,2013,Kala azar
Kanchanaburi,0,Jan,Cases,2013,Kala azar
Nakhon Pathom,0,Jan,Cases,2013,Kala azar
Ratchaburi,0,Jan,Cases,2013,Kala azar
Suphan Buri,0,Jan,Cases,2013,Kala azar
Zone:5,0,Jan,Cases,2013,Kala azar
Phetchaburi,0,Jan,Cases,2013,Kala azar
Prachuap Khiri Khan,0,Jan,Cases,2013,Kala azar
Samut Sakhon,0,Jan,Cases,2013,Kala azar
Samut Songkhram,0,Jan,Cases,2013,Kala azar
Zone:9,0,Jan,Cases,2013,Kala azar
Chanthaburi,0,Jan,Cases,2013,Kala azar
Chon Buri,0,Jan,Cases,2013,Kala azar
Rayong,0,Jan,Cases,2013,Kala azar
Trat,0,Jan,Cases,2013,Kala azar
South Region,0,Jan,Cases,2013,Kala azar
Reported cases  and deaths by Province and by Month  Thailand  2556  (2013),68,Jan,Cases,2013,Kala azar
Zone:6,0,Jan,Cases,2013,Kala azar
Chumphon,0,Jan,Cases,2013,Kala azar
Nakhon Si Thammarat,0,Jan,Cases,2013,Kala azar
Phatthalung,0,Jan,Cases,2013,Kala azar
Surat Thani,0,Jan,Cases,2013,Kala azar
Zone:7,0,Jan,Cases,2013,Kala azar
Krabi,0,Jan,Cases,2013,Kala azar
Phangnga,0,Jan,Cases,2013,Kala azar
Phuket,0,Jan,Cases,2013,Kala azar
Ranong,0,Jan,Cases,2013,Kala azar
Trang,0,Jan,Cases,2013,Kala azar
Zone:8,0,Jan,Cases,2013,Kala azar
Narathiwat,0,Jan,Cases,2013,Kala azar
Pattani,0,Jan,Cases,2013,Kala azar
Satun,0,Jan,Cases,2013,Kala azar
Songkhla,0,Jan,Cases,2013,Kala azar
Yala,0,Jan,Cases,2013,Kala azar
North-Eastern Region,0,Jan,Cases,2013,Kala azar
Zone:10,0,Jan,Cases,2013,Kala azar
Bungkan,0,Jan,Cases,2013,Kala azar
Loei,0,Jan,Cases,2013,Kala azar
Nong Bua Lam Phu,0,Jan,Cases,2013,Kala azar
Nong Khai,0,Jan,Cases,2013,Kala azar
Udon Thani,0,Jan,Cases,2013,Kala azar
Zone:11,0,Jan,Cases,2013,Kala azar
Mukdahan,0,Jan,Cases,2013,Kala azar
Nakhon Phanom,0,Jan,Cases,2013,Kala azar
Sakon Nakhon,0,Jan,Cases,2013,Kala azar
Zone:12,0,Jan,Cases,2013,Kala azar
Kalasin,0,Jan,Cases,2013,Kala azar
Khon Kaen,0,Jan,Cases,2013,Kala azar
Maha Sarakham,0,Jan,Cases,2013,Kala azar
Roi Et,0,Jan,Cases,2013,Kala azar
Reported cases  and deaths by Province and by Month  Thailand  2556  (2013),68,Jan,Cases,2013,Kala azar
Zone:13,0,Jan,Cases,2013,Kala azar
Amnat Charoen,0,Jan,Cases,2013,Kala azar
Si Sa Ket,0,Jan,Cases,2013,Kala azar
Ubon Ratchathani,0,Jan,Cases,2013,Kala azar
Yasothon,0,Jan,Cases,2013,Kala azar
Zone:14,0,Jan,Cases,2013,Kala azar
Buri Ram,0,Jan,Cases,2013,Kala azar
Chaiyaphum,0,Jan,Cases,2013,Kala azar
Nakhon Ratchasima,0,Jan,Cases,2013,Kala azar
Surin,0,Jan,Cases,2013,Kala azar
North Region,0,Jan,Cases,2013,Kala azar
Zone:15,0,Jan,Cases,2013,Kala azar
Chiang Mai,0,Jan,Cases,2013,Kala azar
Lampang,0,Jan,Cases,2013,Kala azar
Lamphun,0,Jan,Cases,2013,Kala azar
Mae Hong Son,0,Jan,Cases,2013,Kala azar
Zone:16,0,Jan,Cases,2013,Kala azar
Chiang Rai,0,Jan,Cases,2013,Kala azar
Nan,0,Jan,Cases,2013,Kala azar
Phayao,0,Jan,Cases,2013,Kala azar
Phrae,0,Jan,Cases,2013,Kala azar
Zone:17,0,Jan,Cases,2013,Kala azar
Phetchabun,0,Jan,Cases,2013,Kala azar
Phitsanulok,0,Jan,Cases,2013,Kala azar
Sukhothai,0,Jan,Cases,2013,Kala azar
Tak,0,Jan,Cases,2013,Kala azar
Uttaradit,0,Jan,Cases,2013,Kala azar
Zone:18,0,Jan,Cases,2013,Kala azar
Kamphaeng Phet,0,Jan,Cases,2013,Kala azar
Nakhon Sawan,0,Jan,Cases,2013,Kala azar
Phichit,0,Jan,Cases,2013,Kala azar
Uthai Thani,0,Jan,Cases,2013,Kala azar
Total,0,Jan,Deaths,2013,Kala azar
Central Region,0,Jan,Deaths,2013,Kala azar
Zone:0,0,Jan,Deaths,2013,Kala azar
Bangkok,0,Jan,Deaths,2013,Kala azar
Zone:1,0,Jan,Deaths,2013,Kala azar
Nonthaburi,0,Jan,Deaths,2013,Kala azar
P.Nakhon S.Ayutthaya,0,Jan,Deaths,2013,Kala azar
Pathum Thani,0,Jan,Deaths,2013,Kala azar
Saraburi,0,Jan,Deaths,2013,Kala azar
Zone:2,0,Jan,Deaths,2013,Kala azar
Ang Thong,0,Jan,Deaths,2013,Kala azar
Chai Nat,0,Jan,Deaths,2013,Kala azar
Lop Buri,0,Jan,Deaths,2013,Kala azar
Sing Buri,0,Jan,Deaths,2013,Kala azar
Zone:3,0,Jan,Deaths,2013,Kala azar
Chachoengsao,0,Jan,Deaths,2013,Kala azar
Nakhon Nayok,0,Jan,Deaths,2013,Kala azar
Prachin Buri,0,Jan,Deaths,2013,Kala azar
Sa Kaeo,0,Jan,Deaths,2013,Kala azar
Samut Prakan,0,Jan,Deaths,2013,Kala azar
Zone:4,0,Jan,Deaths,2013,Kala azar
Kanchanaburi,0,Jan,Deaths,2013,Kala azar
Nakhon Pathom,0,Jan,Deaths,2013,Kala azar
Ratchaburi,0,Jan,Deaths,2013,Kala azar
Suphan Buri,0,Jan,Deaths,2013,Kala azar
Zone:5,0,Jan,Deaths,2013,Kala azar
Phetchaburi,0,Jan,Deaths,2013,Kala azar
Prachuap Khiri Khan,0,Jan,Deaths,2013,Kala azar
Samut Sakhon,0,Jan,Deaths,2013,Kala azar
Samut Songkhram,0,Jan,Deaths,2013,Kala azar
Zone:9,0,Jan,Deaths,2013,Kala azar
Chanthaburi,0,Jan,Deaths,2013,Kala azar
Chon Buri,0,Jan,Deaths,2013,Kala azar
Rayong,0,Jan,Deaths,2013,Kala azar
Trat,0,Jan,Deaths,2013,Kala azar
South Region,0,Jan,Deaths,2013,Kala azar
Zone:6,0,Jan,Deaths,2013,Kala azar
Chumphon,0,Jan,Deaths,2013,Kala azar
Nakhon Si Thammarat,0,Jan,Deaths,2013,Kala azar
Phatthalung,0,Jan,Deaths,2013,Kala azar
Surat Thani,0,Jan,Deaths,2013,Kala azar
Zone:7,0,Jan,Deaths,2013,Kala azar
Krabi,0,Jan,Deaths,2013,Kala azar
Phangnga,0,Jan,Deaths,2013,Kala azar
Phuket,0,Jan,Deaths,2013,Kala azar
Ranong,0,Jan,Deaths,2013,Kala azar
Trang,0,Jan,Deaths,2013,Kala azar
Zone:8,0,Jan,Deaths,2013,Kala azar
Narathiwat,0,Jan,Deaths,2013,Kala azar
Pattani,0,Jan,Deaths,2013,Kala azar
Satun,0,Jan,Deaths,2013,Kala azar
Songkhla,0,Jan,Deaths,2013,Kala azar
Yala,0,Jan,Deaths,2013,Kala azar
North-Eastern Region,0,Jan,Deaths,2013,Kala azar
Zone:10,0,Jan,Deaths,2013,Kala azar
Bungkan,0,Jan,Deaths,2013,Kala azar
Loei,0,Jan,Deaths,2013,Kala azar
Nong Bua Lam Phu,0,Jan,Deaths,2013,Kala azar
Nong Khai,0,Jan,Deaths,2013,Kala azar
Udon Thani,0,Jan,Deaths,2013,Kala azar
Zone:11,0,Jan,Deaths,2013,Kala azar
Mukdahan,0,Jan,Deaths,2013,Kala azar
Nakhon Phanom,0,Jan,Deaths,2013,Kala azar
Sakon Nakhon,0,Jan,Deaths,2013,Kala azar
Zone:12,0,Jan,Deaths,2013,Kala azar
Kalasin,0,Jan,Deaths,2013,Kala azar
Khon Kaen,0,Jan,Deaths,2013,Kala azar
Maha Sarakham,0,Jan,Deaths,2013,Kala azar
Roi Et,0,Jan,Deaths,2013,Kala azar
Zone:13,0,Jan,Deaths,2013,Kala azar
Amnat Charoen,0,Jan,Deaths,2013,Kala azar
Si Sa Ket,0,Jan,Deaths,2013,Kala azar
Ubon Ratchathani,0,Jan,Deaths,2013,Kala azar
Yasothon,0,Jan,Deaths,2013,Kala azar
Zone:14,0,Jan,Deaths,2013,Kala azar
Buri Ram,0,Jan,Deaths,2013,Kala azar
Chaiyaphum,0,Jan,Deaths,2013,Kala azar
Nakhon Ratchasima,0,Jan,Deaths,2013,Kala azar
Surin,0,Jan,Deaths,2013,Kala azar
North Region,0,Jan,Deaths,2013,Kala azar
Zone:15,0,Jan,Deaths,2013,Kala azar
Chiang Mai,0,Jan,Deaths,2013,Kala azar
Lampang,0,Jan,Deaths,2013,Kala azar
Lamphun,0,Jan,Deaths,2013,Kala azar
Mae Hong Son,0,Jan,Deaths,2013,Kala azar
Zone:16,0,Jan,Deaths,2013,Kala azar
Chiang Rai,0,Jan,Deaths,2013,Kala azar
Nan,0,Jan,Deaths,2013,Kala azar
Phayao,0,Jan,Deaths,2013,Kala azar
Phrae,0,Jan,Deaths,2013,Kala azar
Zone:17,0,Jan,Deaths,2013,Kala azar
Phetchabun,0,Jan,Deaths,2013,Kala azar
Phitsanulok,0,Jan,Deaths,2013,Kala azar
Sukhothai,0,Jan,Deaths,2013,Kala azar
Tak,0,Jan,Deaths,2013,Kala azar
Uttaradit,0,Jan,Deaths,2013,Kala azar
Zone:18,0,Jan,Deaths,2013,Kala azar
Kamphaeng Phet,0,Jan,Deaths,2013,Kala azar
Nakhon Sawan,0,Jan,Deaths,2013,Kala azar
Phichit,0,Jan,Deaths,2013,Kala azar
Uthai Thani,0,Jan,Deaths,2013,Kala azar
Total,0,Feb,Cases,2013,Kala azar
Central Region,0,Feb,Cases,2013,Kala azar
Zone:0,0,Feb,Cases,2013,Kala azar
Bangkok,0,Feb,Cases,2013,Kala azar
Zone:1,0,Feb,Cases,2013,Kala azar
Nonthaburi,0,Feb,Cases,2013,Kala azar
P.Nakhon S.Ayutthaya,0,Feb,Cases,2013,Kala azar
Pathum Thani,0,Feb,Cases,2013,Kala azar
Saraburi,0,Feb,Cases,2013,Kala azar
Zone:2,0,Feb,Cases,2013,Kala azar
Ang Thong,0,Feb,Cases,2013,Kala azar
Chai Nat,0,Feb,Cases,2013,Kala azar
Lop Buri,0,Feb,Cases,2013,Kala azar
Sing Buri,0,Feb,Cases,2013,Kala azar
Zone:3,0,Feb,Cases,2013,Kala azar
Chachoengsao,0,Feb,Cases,2013,Kala azar
Nakhon Nayok,0,Feb,Cases,2013,Kala azar
Prachin Buri,0,Feb,Cases,2013,Kala azar
Sa Kaeo,0,Feb,Cases,2013,Kala azar
Samut Prakan,0,Feb,Cases,2013,Kala azar
Zone:4,0,Feb,Cases,2013,Kala azar
Kanchanaburi,0,Feb,Cases,2013,Kala azar
Nakhon Pathom,0,Feb,Cases,2013,Kala azar
Ratchaburi,0,Feb,Cases,2013,Kala azar
Suphan Buri,0,Feb,Cases,2013,Kala azar
Zone:5,0,Feb,Cases,2013,Kala azar
Phetchaburi,0,Feb,Cases,2013,Kala azar
Prachuap Khiri Khan,0,Feb,Cases,2013,Kala azar
Samut Sakhon,0,Feb,Cases,2013,Kala azar
Samut Songkhram,0,Feb,Cases,2013,Kala azar
Zone:9,0,Feb,Cases,2013,Kala azar
Chanthaburi,0,Feb,Cases,2013,Kala azar
Chon Buri,0,Feb,Cases,2013,Kala azar
Rayong,0,Feb,Cases,2013,Kala azar
Trat,0,Feb,Cases,2013,Kala azar
South Region,0,Feb,Cases,2013,Kala azar
Zone:6,0,Feb,Cases,2013,Kala azar
Chumphon,0,Feb,Cases,2013,Kala azar
Nakhon Si Thammarat,0,Feb,Cases,2013,Kala azar
Phatthalung,0,Feb,Cases,2013,Kala azar
Surat Thani,0,Feb,Cases,2013,Kala azar
Zone:7,0,Feb,Cases,2013,Kala azar
Krabi,0,Feb,Cases,2013,Kala azar
Phangnga,0,Feb,Cases,2013,Kala azar
Phuket,0,Feb,Cases,2013,Kala azar
Ranong,0,Feb,Cases,2013,Kala azar
Trang,0,Feb,Cases,2013,Kala azar
Zone:8,0,Feb,Cases,2013,Kala azar
Narathiwat,0,Feb,Cases,2013,Kala azar
Pattani,0,Feb,Cases,2013,Kala azar
Satun,0,Feb,Cases,2013,Kala azar
Songkhla,0,Feb,Cases,2013,Kala azar
Yala,0,Feb,Cases,2013,Kala azar
North-Eastern Region,0,Feb,Cases,2013,Kala azar
Zone:10,0,Feb,Cases,2013,Kala azar
Bungkan,0,Feb,Cases,2013,Kala azar
Loei,0,Feb,Cases,2013,Kala azar
Nong Bua Lam Phu,0,Feb,Cases,2013,Kala azar
Nong Khai,0,Feb,Cases,2013,Kala azar
Udon Thani,0,Feb,Cases,2013,Kala azar
Zone:11,0,Feb,Cases,2013,Kala azar
Mukdahan,0,Feb,Cases,2013,Kala azar
Nakhon Phanom,0,Feb,Cases,2013,Kala azar
Sakon Nakhon,0,Feb,Cases,2013,Kala azar
Zone:12,0,Feb,Cases,2013,Kala azar
Kalasin,0,Feb,Cases,2013,Kala azar
Khon Kaen,0,Feb,Cases,2013,Kala azar
Maha Sarakham,0,Feb,Cases,2013,Kala azar
Roi Et,0,Feb,Cases,2013,Kala azar
Zone:13,0,Feb,Cases,2013,Kala azar
Amnat Charoen,0,Feb,Cases,2013,Kala azar
Si Sa Ket,0,Feb,Cases,2013,Kala azar
Ubon Ratchathani,0,Feb,Cases,2013,Kala azar
Yasothon,0,Feb,Cases,2013,Kala azar
Zone:14,0,Feb,Cases,2013,Kala azar
Buri Ram,0,Feb,Cases,2013,Kala azar
Chaiyaphum,0,Feb,Cases,2013,Kala azar
Nakhon Ratchasima,0,Feb,Cases,2013,Kala azar
Surin,0,Feb,Cases,2013,Kala azar
North Region,0,Feb,Cases,2013,Kala azar
Zone:15,0,Feb,Cases,2013,Kala azar
Chiang Mai,0,Feb,Cases,2013,Kala azar
Lampang,0,Feb,Cases,2013,Kala azar
Lamphun,0,Feb,Cases,2013,Kala azar
Mae Hong Son,0,Feb,Cases,2013,Kala azar
Zone:16,0,Feb,Cases,2013,Kala azar
Chiang Rai,0,Feb,Cases,2013,Kala azar
Nan,0,Feb,Cases,2013,Kala azar
Phayao,0,Feb,Cases,2013,Kala azar
Phrae,0,Feb,Cases,2013,Kala azar
Zone:17,0,Feb,Cases,2013,Kala azar
Phetchabun,0,Feb,Cases,2013,Kala azar
Phitsanulok,0,Feb,Cases,2013,Kala azar
Sukhothai,0,Feb,Cases,2013,Kala azar
Tak,0,Feb,Cases,2013,Kala azar
Uttaradit,0,Feb,Cases,2013,Kala azar
Zone:18,0,Feb,Cases,2013,Kala azar
Kamphaeng Phet,0,Feb,Cases,2013,Kala azar
Nakhon Sawan,0,Feb,Cases,2013,Kala azar
Phichit,0,Feb,Cases,2013,Kala azar
Uthai Thani,0,Feb,Cases,2013,Kala azar
Total,0,Feb,Deaths,2013,Kala azar
Central Region,0,Feb,Deaths,2013,Kala azar
Zone:0,0,Feb,Deaths,2013,Kala azar
Bangkok,0,Feb,Deaths,2013,Kala azar
Zone:1,0,Feb,Deaths,2013,Kala azar
Nonthaburi,0,Feb,Deaths,2013,Kala azar
P.Nakhon S.Ayutthaya,0,Feb,Deaths,2013,Kala azar
Pathum Thani,0,Feb,Deaths,2013,Kala azar
Saraburi,0,Feb,Deaths,2013,Kala azar
Zone:2,0,Feb,Deaths,2013,Kala azar
Ang Thong,0,Feb,Deaths,2013,Kala azar
Chai Nat,0,Feb,Deaths,2013,Kala azar
Lop Buri,0,Feb,Deaths,2013,Kala azar
Sing Buri,0,Feb,Deaths,2013,Kala azar
Zone:3,0,Feb,Deaths,2013,Kala azar
Chachoengsao,0,Feb,Deaths,2013,Kala azar
Nakhon Nayok,0,Feb,Deaths,2013,Kala azar
Prachin Buri,0,Feb,Deaths,2013,Kala azar
Sa Kaeo,0,Feb,Deaths,2013,Kala azar
Samut Prakan,0,Feb,Deaths,2013,Kala azar
Zone:4,0,Feb,Deaths,2013,Kala azar
Kanchanaburi,0,Feb,Deaths,2013,Kala azar
Nakhon Pathom,0,Feb,Deaths,2013,Kala azar
Ratchaburi,0,Feb,Deaths,2013,Kala azar
Suphan Buri,0,Feb,Deaths,2013,Kala azar
